ajhmm
=========== Running FOLD 1 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7001    0.2999
    0.2452    0.7548

=========== Running FOLD 5 ==============
Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2          0.027409   6.51676e-05    0.00104969
       3       1.50309e-05   0.000139447    0.00122087
       4       2.06153e-05   0.000233476    0.00144355
       5       3.02609e-05   0.000360497    0.00172851
       6       4.59047e-05   0.000538708    0.00208883
       7         7.073e-05   0.000794287    0.00263888
       8       0.000109833    0.00116542     0.0033279
       9       0.000171296    0.00170743    0.00418867
      10        0.00026787    0.00249843    0.00525801
      11       0.000419512    0.00364284    0.00657168
      12       0.000656934    0.00526542    0.00815342
      13        0.00102567    0.00747992    0.00999265
      14        0.00158794     0.0103051     0.0120064
      15        0.00241406     0.0135076     0.0139902
      16        0.00354634     0.0164296     0.0155932
      17        0.00492147     0.0180488     0.0163928
      18        0.00628706     0.0175554     0.0161204
      19        0.00722921     0.0150823     0.0149072
      20         0.0073824     0.0115697     0.0132824
      21        0.00669607    0.00791469     0.0118349
      22        0.00552294    0.00466742     0.0108339
      23        0.00437012     0.0029103     0.0101667
      24        0.00353184    0.00296425    0.00955322
      25        0.00300095    0.00273123    0.00876343
      26        0.00263424     0.0023082    0.00771214
      27         0.0023082    0.00177661    0.00645387
      28        0.00196979    0.00121915    0.00518869
      29          0.001622   0.000707677    0.00402136
      30        0.00129115   0.000286943    0.00300474
      31        0.00100161   0.000164702    0.00227431
      32       0.000765236   0.000294942     0.0018694
      33       0.000582167   0.000406899    0.00156336
      34       0.000445708   0.000502715    0.00133989
      35       0.000346789   0.000585467    0.00118211
      36       0.000276605   0.000658555    0.00107513
      37       0.000227715   0.000725111    0.00100682
      38       0.000194268   0.000787616   0.000967644
      39       0.000171845   0.000847769   0.000964693
      40        0.00015718   0.000906521    0.00105143
      41       0.000147882   0.000964183    0.00113808
      42        0.00014221    0.00102057    0.00122347
      43       0.000138887    0.00107513    0.00130631
      44       0.000136982    0.00112707    0.00138521
      45       0.000135808    0.00117549    0.00145876
      46       0.000134864    0.00121941    0.00152561
      47       0.000133793    0.00125795    0.00158456
      48       0.000132346    0.00129031    0.00163456
      49       0.000130366    0.00131586    0.00167481
      50       0.000127766    0.00133418    0.00170479
      51       0.000124523    0.00134504    0.00172427
      52       0.000120656    0.00134847    0.00173331
      53       0.000116223    0.00134467    0.00173223
      54       0.000111304    0.00133402    0.00172158
      55       0.000105996    0.00131705    0.00170211
      56         0.0001004    0.00129439    0.00167471
      57       9.46181e-05    0.00126672    0.00164034
      58       8.87468e-05    0.00123477    0.00160001
      59       8.28723e-05    0.00119926    0.00155473
      60       7.70699e-05     0.0011609    0.00150549
      61       7.14023e-05    0.00112036    0.00145319
      62       6.59202e-05    0.00107823    0.00139869
      63       6.06626e-05    0.00103507    0.00134274
      64        5.5658e-05   0.000991375    0.00128602
      65       5.09258e-05   0.000947561     0.0012291
      66       4.64775e-05   0.000903994    0.00117248
      67       4.23181e-05   0.000860982    0.00111658
      68       3.84472e-05   0.000818778    0.00106173
      69       3.48602e-05   0.000777586    0.00100821
      70        3.1549e-05    0.00073757   0.000956234
      71       2.85032e-05   0.000698852   0.000905964
      72       2.57105e-05   0.000661525   0.000857519
      73       2.31573e-05    0.00062565   0.000810978
      74       2.08294e-05   0.000591267   0.000766388
      75        1.8712e-05   0.000558393    0.00072377
      76       1.67904e-05    0.00052703   0.000683123
      77       1.50502e-05   0.000497164   0.000644428
      78        1.3477e-05   0.000468772   0.000607651
      79       1.20575e-05    0.00044182   0.000572746
      80       1.07785e-05   0.000416269   0.000539661
      81       9.62777e-06   0.000392074   0.000508334
      82        8.5939e-06   0.000369185   0.000478701
      83       7.66612e-06    0.00034755   0.000450694
      84       6.83445e-06   0.000327118   0.000424244
      85       6.08969e-06   0.000307834   0.000399279
      86       5.42338e-06   0.000289645   0.000375731
      87       4.82776e-06   0.000272497   0.000353528
      88       4.29575e-06   0.000256337   0.000332605
      89       3.82088e-06   0.000241115   0.000312893
      90        3.3973e-06    0.00022678   0.000294329
      91       3.01969e-06   0.000213286    0.00027685
      92       2.68325e-06   0.000200586   0.000260397
      93       2.38363e-06   0.000188635   0.000244913
      94       2.11693e-06   0.000177392   0.000230344
      95       1.87963e-06   0.000166815   0.000216636
      96       1.66858e-06   0.000156867   0.000203742
      97       1.48092e-06   0.000147512   0.000191612
      98       1.31413e-06   0.000138714   0.000180205
      99       1.16593e-06   0.000130441   0.000169476
     100       1.03428e-06   0.000122839   0.000159386
     101       9.17368e-07   0.000115751   0.000149897
     102        8.1356e-07    0.00010906   0.000140975
     103       7.21411e-07   0.000102746   0.000132584
     104       6.39627e-07   9.67887e-05   0.000124835
     105       5.67054e-07   9.11694e-05   0.000117574
     106       5.02667e-07   8.58698e-05   0.000110728
     107       4.45551e-07   8.08725e-05   0.000104274
     108       3.94892e-07   7.61611e-05   9.81902e-05
     109       3.49966e-07   7.17197e-05    9.2456e-05
     110       3.10128e-07   6.75336e-05   8.70521e-05
     111       2.74807e-07   6.35884e-05   8.19601e-05
     112       2.43494e-07   5.98708e-05   7.71626e-05
     113       2.15737e-07   5.63681e-05   7.26429e-05
     114       1.91133e-07    5.3068e-05   6.83853e-05
     115       1.69327e-07   4.99592e-05   6.43749e-05
     116       1.50002e-07   4.70308e-05   6.05978e-05
     117       1.32876e-07   4.42725e-05   5.70405e-05
     118       1.17701e-07   4.16747e-05   5.36905e-05
     119       1.04256e-07   3.92282e-05    5.0536e-05
     120       9.23426e-08   3.69243e-05   4.75656e-05
     121       8.17882e-08   3.47548e-05   4.47688e-05
     122       7.24379e-08    3.2712e-05   4.21356e-05
     123       6.41547e-08   3.07886e-05   3.96564e-05
     124       5.68172e-08   2.89777e-05   3.73224e-05
     125       5.03177e-08   2.72728e-05   3.51252e-05
     126       4.45606e-08   2.56677e-05   3.30568e-05
     127       3.94614e-08   2.41567e-05   3.11098e-05
     128        3.4945e-08   2.27342e-05    2.9277e-05
     129       3.09449e-08   2.13953e-05   2.75519e-05
     130       2.74022e-08   2.01349e-05    2.5928e-05
     131       2.42647e-08   1.89485e-05   2.43996e-05
     132        2.1486e-08   1.78317e-05   2.29611e-05
     133       1.90253e-08   1.67807e-05   2.16071e-05
     134       1.68462e-08   1.57914e-05   2.03328e-05
     135       1.49165e-08   1.48602e-05   1.91335e-05
     136       1.32077e-08   1.39839e-05   1.80048e-05
     137       1.16945e-08   1.31591e-05   1.69426e-05
     138       1.03545e-08   1.23828e-05   1.59429e-05
     139       9.16804e-09   1.16523e-05    1.5002e-05
     140       8.11743e-09   1.09648e-05   1.41166e-05
     141       7.18714e-09   1.03178e-05   1.32834e-05
     142       6.36342e-09   9.70885e-06   1.24993e-05
     143       5.63406e-09   9.13582e-06   1.17615e-05
     144       4.98826e-09   8.59657e-06   1.10671e-05
     145       4.41646e-09    8.0891e-06   1.04137e-05
     146       3.91018e-09   7.61156e-06   9.79878e-06
     147       3.46191e-09   7.16217e-06   9.22016e-06
     148       3.06502e-09   6.73928e-06   8.67568e-06
     149       2.71361e-09   6.34134e-06   8.16332e-06
     150       2.40248e-09   5.96687e-06    7.6812e-06
     151       2.12702e-09    5.6145e-06   7.22753e-06
     152       1.88313e-09   5.28292e-06   6.80063e-06
     153        1.6672e-09    4.9709e-06   6.39893e-06
     154       1.47602e-09    4.6773e-06   6.02094e-06
     155       1.30676e-09   4.40102e-06   5.66527e-06
     156       1.15691e-09   4.14106e-06   5.33059e-06
     157       1.02423e-09   3.89644e-06   5.01568e-06
     158       9.06776e-10   3.66626e-06   4.71936e-06
     159       8.02781e-10   3.44967e-06   4.44053e-06
     160       7.10715e-10   3.24587e-06   4.17818e-06
     161       6.29204e-10   3.05411e-06   3.93131e-06
     162        5.5704e-10   2.87367e-06   3.69903e-06
     163       4.93152e-10   2.70388e-06   3.48047e-06
     164       4.36591e-10   2.54413e-06   3.27481e-06
     165       3.86516e-10    2.3938e-06   3.08131e-06
     166       3.42182e-10   2.25236e-06   2.89923e-06
     167       3.02935e-10   2.11927e-06   2.72791e-06
     168        2.6819e-10   1.99405e-06   2.56671e-06
     169       2.37425e-10   1.87622e-06   2.41504e-06
     170       2.10193e-10   1.76535e-06   2.27232e-06
     171       1.86083e-10   1.66103e-06   2.13804e-06
     172       1.64739e-10   1.56287e-06   2.01169e-06
     173       1.45842e-10   1.47051e-06   1.89281e-06
     174       1.29112e-10   1.38361e-06   1.78095e-06
     175       1.14303e-10   1.30185e-06    1.6757e-06
     176       1.01189e-10   1.22491e-06   1.57667e-06
     177       8.95856e-11   1.15252e-06   1.48349e-06
     178       7.93069e-11   1.08441e-06   1.39581e-06
     179       7.02088e-11   1.02032e-06   1.31332e-06
     180       6.21557e-11   9.60022e-07    1.2357e-06
     181       5.50267e-11   9.03285e-07   1.16267e-06
     182       4.87121e-11     8.499e-07   1.09395e-06
     183       4.31264e-11    7.9967e-07    1.0293e-06
     184       3.81787e-11   7.52409e-07   9.68465e-07
Algorithm converged after 184 iterations.

estr =

    0.7422    0.2578
    0.2637    0.7363


esem =

    0.5851    0.2954    0.1196    0.0000    0.0000
    0.0000    0.0000    0.1753    0.2840    0.5407


s =

    41

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00134391    0.00109541   0.000957094
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7362    0.2638
    0.2843    0.7157


s =

    42

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00297214    0.00142289    0.00176252
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7454    0.2546
    0.2688    0.7312


s =

    43

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00322534    0.00104593   0.000524743
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7042    0.2958
    0.2556    0.7444


s =

    44

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2       0.000261829   0.000560378   0.000752046
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 

ans =

    0.7380    0.2620
    0.2610    0.7390


s =

    45

Relative Changes in Log Likelihood, Transition Matrix and Emission Matrix
   Iteration       Log Lik    Transition     Emmission
       2        0.00126477    0.00136931    0.00160323
[Warning: Algorithm did not converge with tolerance 1e-06 in 2 iterations.] 
[> In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('hmmtrain', 'C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m', 297)" style="font-weight:bold">hmmtrain</a> (<a href="matlab: opentoline('C:\Program Files\MATLAB\R2015a\toolbox\stats\stats\hmmtrain.m',297,0)">line 297</a>)
  In <a href="matlab:matlab.internal.language.introspective.errorDocCallback('ajhmm', 'C:\Users\aj526\Downloads\ajhmm.m', 25)" style="font-weight:bold">ajhmm</a> (<a href="matlab: opentoline('C:\Users\aj526\Downloads\ajhmm.m',25,0)">line 25</a>)] 
